ecg,emgz,emg,eda
0.065308,-0.011292,-0.06134,1.5012
0.079346,-0.005188,-0.063477,1.5018
0.085449,-0.0045776,-0.065002,1.5021
0.088806,-0.0064087,-0.052795,1.5018
0.094604,-0.0076294,-0.035706,1.5021
0.10895,-0.00030518,-0.028992,1.5012
0.12268,-0.0048828,-0.005188,1.5015
0.13733,-0.010986,0.012512,1.5021
0.1535,-0.013123,0.021057,1.5018
0.1709,-0.024414,0.025024,1.5018
0.17273,-0.028687,0.032959,1.5012
0.1532,-0.022888,0.044556,1.5012
0.14435,-0.025024,0.048523,1.5012
0.15442,-0.02533,0.03418,1.5015
0.15747,-0.02594,0.027771,1.5015
0.14343,-0.019531,0.0045776,1.5005
0.12451,-0.020447,-0.017395,1.5015
0.10834,-0.018005,-0.023193,1.5009
0.093689,-0.011597,-0.031738,1.5012
0.084839,0.0033569,-0.028992,1.5009
0.092163,0.005188,-0.032959,1.5009
0.10529,0.0048828,-0.039063,1.5002
0.11566,0.0045776,-0.057983,1.5012
0.12207,0.0079346,-0.058594,1.5009
0.1358,0.0061035,-0.053711,1.5005
0.159,0.007019,-0.039673,1.5009
0.18921,-0.0048828,-0.018311,1.5009
0.21881,-0.0088501,0.0015259,1.5009
0.24933,-0.018616,0.024414,1.5002
0.28564,-0.021667,0.037537,1.5005
0.30273,-0.018311,0.039063,1.5005
0.28656,-0.010986,0.02655,1.5002
0.242,-0.013428,0.052185,1.5002
0.19714,-0.015259,0.054321,1.5002
0.18097,-0.014954,0.045776,1.4999
0.19714,-0.013428,0.031128,1.5002
0.21088,-0.0094604,0,1.4996
0.21759,-0.0097656,-0.01709,1.4999
0.22339,-0.011597,-0.032349,1.4999
0.21088,0.0024414,-0.045471,1.5002
0.17639,0.011597,-0.054016,1.4996
0.13855,0.0177,-0.053101,1.4999
0.11169,0.021667,-0.049744,1.4993
0.097656,0.024109,-0.050659,1.5002
0.095825,0.013123,-0.05127,1.4999
0.10834,0.014648,-0.049133,1.4996
0.12329,0.018311,-0.02655,1.4996
0.14191,0.012817,-0.0024414,1.4993
0.16907,0.010376,0.036926,1.4996
0.19257,0.0042725,0.035706,1.4993
0.19836,0.0054932,0.027771,1.4999
0.19165,-0.011597,0.022278,1.4996
0.18616,-0.018005,0.034485,1.4996
0.19562,-0.018005,0.0177,1.4996
0.20172,-0.020447,0.0091553,1.4993
0.19531,-0.0177,0.010986,1.4993
0.17242,-0.0082397,0.016479,1.4987
0.14587,0.0027466,0.018311,1.499
0.12573,0.0048828,0.0045776,1.4987
0.11505,0.012512,-0.016479,1.4987
0.10803,0.019836,-0.039978,1.4987
0.09613,0.016174,-0.057068,1.4987
0.082703,0.020752,-0.064087,1.4993
0.089111,0.020447,-0.064697,1.499
0.11536,0.01709,-0.050354,1.499
0.14099,0.011597,-0.029907,1.499
0.15472,0.0064087,-0.011902,1.4987
0.15961,-0.00061035,0.0085449,1.4987
0.16174,0.0061035,0.014648,1.4987
0.159,0.00030518,0.032349,1.4984
0.14832,-0.011292,0.0354,1.4984
0.14893,-0.0094604,0.033569,1.4987
0.16144,-0.0045776,0.038452,1.4984
0.15167,0.0012207,0.023193,1.4984
0.10193,-0.0054932,0.014038,1.4987
0.039368,-0.0030518,0.0042725,1.4978
-0.014038,-0.0073242,0.00091553,1.4984
-0.045471,-0.0048828,-0.0042725,1.4981
-0.057983,0.0064087,-0.018616,1.4981
-0.065308,0.0097656,-0.021057,1.4981
-0.071411,0.010376,-0.039978,1.4981
-0.070801,0.011597,-0.066833,1.4981
-0.057373,0.014648,-0.05249,1.4981
-0.036316,0.0097656,-0.037537,1.4978
-0.023804,-0.0036621,-0.018921,1.4981
-0.022583,-0.0036621,-0.015564,1.4978
-0.02655,-0.016479,-0.014038,1.4978
-0.019836,-0.02655,0.0027466,1.4981
-0.0018311,-0.028381,0.021057,1.4975
0.010376,-0.021973,0.029602,1.4975
0.0097656,-0.021667,0.042114,1.4981
0.010376,-0.016479,0.047607,1.4975
0.011597,-0.0085449,0.048523,1.4975
0.0027466,-0.020752,0.046997,1.4984
-0.013428,-0.011902,0.041199,1.4972
-0.036316,-0.0079346,0.022888,1.4975
-0.064697,-0.0045776,0,1.4972
-0.088196,0.0024414,-0.0097656,1.4972
-0.11292,0.00061035,-0.029297,1.4969
-0.14191,0.007019,-0.0354,1.4975
-0.15961,0.012207,-0.046387,1.4963
-0.16113,0.0097656,-0.056458,1.4966
-0.14923,0.014038,-0.062256,1.4969
-0.13641,0.021973,-0.055542,1.4966
-0.13397,0.019531,-0.045471,1.4963
-0.13824,0.012817,-0.036621,1.4969
-0.13367,0.0082397,-0.020447,1.4972
-0.12146,0.00030518,-0.00030518,1.4972
-0.11505,-0.0033569,0.02533,1.4963
-0.11017,-0.010986,0.042114,1.4963
-0.11414,-0.010986,0.055237,1.4969
-0.12512,-0.013428,0.081482,1.4969
-0.12512,-0.013428,0.061035,1.4963
-0.11353,-0.016174,0.046997,1.4966
-0.1062,-0.012207,0.0177,1.496
-0.1059,-0.013123,0.007019,1.496
-0.10651,-0.016174,-0.013428,1.4966
-0.084229,-0.0085449,-0.031128,1.4963
-0.049438,-0.00061035,-0.030212,1.4963
-0.035095,0.0079346,-0.047302,1.496
-0.046387,0.0091553,-0.048828,1.4957
-0.081787,0.0076294,-0.057373,1.4966
-0.13306,0.014343,-0.053711,1.4957
-0.17853,0.016479,-0.044556,1.4963
-0.19501,0.024109,-0.027771,1.496
-0.17792,0.015259,-0.028076,1.496
-0.14984,0.012207,-0.022583,1.496
-0.13519,0.0076294,-0.0064087,1.496
-0.13062,0.0030518,0.0027466,1.496
-0.12817,-0.00091553,0.013733,1.4957
-0.13,0.00061035,0.030823,1.4954
-0.12939,-0.0042725,0.043335,1.4957
-0.11963,-0.0048828,0.05127,1.4954
-0.09491,-0.0033569,0.038147,1.4954
-0.062866,0.0039673,0.029907,1.4954
-0.038147,0.00091553,0.01709,1.496
-0.038757,-0.0024414,0.010986,1.4954
-0.064087,0,-0.0012207,1.4951
-0.093079,0.0015259,-0.016785,1.4948
-0.10925,0.0045776,-0.033875,1.4957
-0.11536,-0.00030518,-0.050049,1.4944
-0.12665,0.00061035,-0.050964,1.4954
-0.13855,0.0039673,-0.049438,1.4951
-0.14282,-0.0018311,-0.042725,1.4948
-0.14435,0.0048828,-0.030823,1.4948
-0.14862,0.0057983,-0.020447,1.4954
-0.13855,0,-0.0045776,1.4951
-0.1123,-0.0033569,0.007019,1.4944
-0.088196,-0.0061035,0.022888,1.4944
-0.065613,-0.0054932,0.03479,1.4951
-0.039978,-0.0085449,0.043335,1.4944
-0.018921,-0.015869,0.046692,1.4951
-0.014648,-0.017395,0.046082,1.4944
-0.040283,-0.018616,0.038452,1.4944
-0.072327,-0.016479,0.028076,1.4944
-0.07843,-0.018005,0.016785,1.4948
-0.07019,-0.010376,0.0030518,1.4944
-0.080261,-0.0085449,-0.0073242,1.4948
-0.10773,-0.0048828,-0.031128,1.4944
-0.13,0.0085449,-0.040588,1.4941
-0.1355,0.016174,-0.043945,1.4941
-0.13824,0.014343,-0.040894,1.4944
-0.14618,0.0061035,-0.047607,1.4938
-0.15594,0.0021362,-0.05127,1.4948
-0.15808,0.0061035,-0.050049,1.4948
-0.13367,0.0064087,-0.038757,1.4938
-0.088806,0.0015259,-0.022888,1.4944
-0.056152,-0.0015259,-0.0048828,1.4941
-0.049744,-0.0076294,0.0057983,1.4944
-0.046692,-0.022888,0.013123,1.4941
-0.028076,-0.025024,0.02655,1.4935
-0.013428,-0.041504,0.040283,1.4935
-0.013733,-0.030518,0.061646,1.4938
-0.015564,-0.033264,0.066833,1.4941
-0.020447,-0.029602,0.032959,1.4935
-0.039063,-0.031433,0.0076294,1.4932
-0.073853,-0.025635,-0.016785,1.4935
-0.11658,-0.018311,-0.019531,1.4938
-0.15869,-0.0085449,-0.04425,1.4932
-0.18921,-0.0067139,-0.054016,1.4935
-0.20966,0.0067139,-0.063477,1.4929
-0.21118,0.014038,-0.073242,1.4932
-0.18982,0.010986,-0.057373,1.4938
-0.16449,0.0076294,-0.038757,1.4929
-0.14709,0.0048828,-0.035706,1.4935
-0.13885,0.0033569,-0.02533,1.4929
-0.14038,-0.0054932,-0.012512,1.4935
-0.14404,-0.0057983,0.0024414,1.4932
-0.13367,0.00030518,0.018616,1.4932
-0.10803,-0.0085449,0.028687,1.4929
-0.079041,-0.0079346,0.033875,1.4929
-0.061951,-0.013428,0.032043,1.4935
-0.062561,-0.023804,0.033264,1.4932
-0.070496,-0.014648,0.020752,1.4926
-0.071716,-0.013428,0.021362,1.4923
-0.068359,-0.012817,0.023499,1.4932
-0.056458,-0.01709,0.0097656,1.4935
-0.039063,-0.007019,-0.010986,1.4923
-0.042419,-0.00030518,-0.022278,1.4923
-0.064697,-0.00091553,-0.040894,1.4923
-0.076904,0.0018311,-0.05249,1.492
-0.074463,0.0064087,-0.065002,1.4917
-0.071716,0.005188,-0.069885,1.4926
-0.079956,0.0073242,-0.058899,1.4923
-0.098877,0.012512,-0.055847,1.4926
-0.10834,0.011597,-0.06134,1.4926
-0.085144,-0.0030518,-0.041809,1.4923
-0.044556,-0.0018311,-0.0054932,1.4917
-0.028992,-0.0085449,0.014038,1.492
-0.039978,-0.024109,0.020142,1.4923
-0.05188,-0.020447,0.036926,1.492
-0.042114,-0.023499,0.057068,1.4914
-0.022583,-0.029297,0.044861,1.492
-0.014038,-0.028076,0.014343,1.4923
-0.019226,-0.023193,0.0097656,1.4914
-0.031433,-0.021667,0.007019,1.4917
-0.041809,-0.022888,-0.012512,1.492
-0.044861,-0.015869,-0.030518,1.4911
-0.042114,-0.0085449,-0.050964,1.4914
-0.035706,-0.0012207,-0.062256,1.4926
-0.033569,0.0039673,-0.058289,1.4923
-0.041504,0.014038,-0.057068,1.4911
-0.058899,0.014343,-0.047913,1.4914
-0.077209,0.019836,-0.040588,1.4914
-0.080872,0.018311,-0.037537,1.4914
-0.072021,0.0039673,-0.045166,1.4911
-0.06134,-0.00091553,-0.033264,1.4914
-0.052185,-0.0079346,-0.010986,1.4911
-0.044861,-0.0039673,0.011902,1.4914
-0.037537,-0.0021362,0.023804,1.4917
-0.028076,-0.0082397,0.033569,1.4914
-0.011292,-0.0082397,0.042419,1.4914
0.0027466,-0.017395,0.054321,1.4908
0.0024414,-0.013428,0.030212,1.4911
-0.0064087,-0.019226,0.018616,1.4911
-0.022888,-0.0177,-0.0012207,1.4908
-0.050049,-0.020142,-0.0067139,1.4914
-0.085449,-0.0061035,-0.031128,1.4908
-0.11566,-0.0088501,-0.05188,1.4908
-0.13275,-0.0061035,-0.061646,1.4908
-0.12939,-0.00030518,-0.064087,1.4902
-0.11566,-0.0027466,-0.067749,1.4902
-0.10559,-0.0012207,-0.064392,1.4911
-0.094299,0.0067139,-0.061951,1.4905
-0.07843,0.010681,-0.046692,1.4902
-0.057068,0.016479,-0.0354,1.4908
-0.034485,0.018005,-0.025024,1.4908
-0.01709,0.010986,-0.011902,1.4905
-0.0079346,0.0054932,0.0042725,1.4902
-0.0079346,-0.0033569,0.021057,1.4911
-0.016785,-0.013123,0.028687,1.4902
-0.030212,-0.007019,0.043335,1.4902
-0.045471,-0.007019,0.046387,1.4902
-0.063171,-0.0091553,0.035095,1.4896
-0.082092,-0.014038,0.026245,1.4905
-0.092468,-0.0061035,0.0033569,1.4905
-0.07782,-0.0048828,-0.013428,1.4905
-0.032043,-0.0073242,-0.022888,1.4899
0.013733,-0.0033569,-0.012207,1.4896
0.018616,-0.00030518,-0.032654,1.4896
-0.019531,0.00061035,-0.05127,1.4899
-0.082703,-0.00061035,-0.064087,1.4896
-0.15015,0.0033569,-0.059509,1.4908
-0.17792,0.0024414,-0.049438,1.4893
-0.14862,0.0027466,-0.027771,1.4902
-0.094299,0.0054932,-0.013123,1.4896
-0.05188,0.0024414,-0.0061035,1.4899
-0.0354,0.0021362,0.013123,1.4893
-0.040894,0.00030518,0.022888,1.4896
-0.050049,-0.007019,0.033569,1.4899
-0.053101,-0.0067139,0.035706,1.4899
-0.040588,-0.013733,0.043335,1.4896
-0.026245,-0.013123,0.049744,1.4896
-0.015564,-0.014038,0.040283,1.4893
-0.019226,-0.0085449,0.03479,1.4896
-0.031738,-0.014038,0.024719,1.489
-0.036316,-0.0076294,0.012207,1.4899
-0.032654,-0.005188,-0.0042725,1.4893
-0.0354,-0.0033569,-0.018311,1.4896
-0.045166,0.0021362,-0.038452,1.489
-0.05188,0.010071,-0.041199,1.4893
-0.057678,0.0082397,-0.046387,1.4893
-0.070496,0.012207,-0.046997,1.4893
-0.084229,0.0061035,-0.041504,1.4893
-0.098877,0.0024414,-0.037842,1.4893
-0.11719,0,-0.031128,1.4896
-0.12939,-0.0018311,-0.019531,1.489
-0.13062,-0.0061035,0.0082397,1.489
-0.11017,-0.015869,0.022888,1.4886
-0.071411,-0.031433,0.029602,1.4893
-0.043335,-0.024109,0.041199,1.489
-0.041809,-0.022583,0.051575,1.4886
-0.05249,-0.021973,0.049438,1.489
-0.05249,-0.015869,0.046387,1.4886
-0.043335,-0.015869,0.054932,1.4883
-0.042114,-0.0097656,0.046997,1.4886
-0.057068,-0.0088501,0.0015259,1.4886
-0.082703,-0.0015259,-0.030212,1.4886
-0.10071,0.0064087,-0.040283,1.4886
-0.1059,0.011597,-0.042419,1.488
-0.10071,0.0076294,-0.056458,1.4886
-0.086365,0.0088501,-0.06134,1.4883
-0.07843,0.01709,-0.056458,1.488
-0.080261,0.016785,-0.05249,1.488
-0.085754,0.007019,-0.036926,1.488
-0.089111,0.0033569,-0.027161,1.4886
-0.076599,0.00061035,-0.018311,1.4877
-0.049744,-0.0033569,0,1.488
-0.020447,-0.012512,0.020447,1.4883
0.005188,-0.014648,0.024414,1.4883
0.023804,-0.015869,0.022888,1.488
0.038452,-0.015869,0.028687,1.488
0.033264,-0.014648,0.032349,1.488
0.00091553,-0.016174,0.022888,1.4877
-0.046387,-0.012512,0.011597,1.4877
-0.073853,-0.0091553,0.0057983,1.4877
-0.07843,-0.0018311,-0.00030518,1.4874
-0.093384,0.0018311,-0.014954,1.4868
-0.12604,0.0018311,-0.032043,1.4877
-0.15259,0.015869,-0.049744,1.4871
-0.14526,0.015259,-0.055542,1.4871
-0.12024,0.0073242,-0.057373,1.4874
-0.10925,0.0088501,-0.064087,1.4877
-0.11963,-0.0012207,-0.057678,1.4877
-0.1413,-0.00091553,-0.046387,1.4868
-0.15594,-0.00030518,-0.022888,1.4874
-0.13397,-0.0039673,-0.011292,1.488
-0.071106,-0.00030518,0.011292,1.4871
0,-0.0094604,0.03479,1.4874
0.049438,-0.014648,0.039673,1.4874
0.059509,-0.012512,0.027161,1.4868
0.021973,-0.012817,0.032654,1.4871
-0.042725,-0.016479,0.027466,1.4868
-0.092468,-0.012817,0.016785,1.4868
-0.10406,-0.014038,0.018311,1.4871
-0.088501,-0.013733,0.019836,1.4865
-0.073547,-0.0082397,0.0048828,1.4862
-0.075073,0,-0.022888,1.4868
-0.098267,0.0042725,-0.037537,1.4865
-0.13672,0.015869,-0.040283,1.4868
-0.16602,0.013733,-0.057373,1.4862
-0.16632,0.014343,-0.068359,1.4862
-0.13855,0.015564,-0.06897,1.4871
-0.096436,0.013123,-0.060425,1.4871
-0.068359,0.007019,-0.050659,1.4871
-0.074768,0.005188,-0.040283,1.4868
-0.099792,0.0091553,-0.020447,1.4868
-0.11444,-0.0039673,0.0039673,1.4862
-0.11169,-0.007019,0.017395,1.4868
-0.089111,-0.01709,0.01709,1.4871
-0.044861,-0.019531,0.026245,1.4862
-0.00030518,-0.022583,0.030212,1.4868
0.015564,-0.027771,0.035706,1.4865
0.0091553,-0.02594,0.023499,1.4862
-0.005188,-0.017395,0.020447,1.4862
-0.047913,-0.01709,0.0085449,1.4862
-0.11353,-0.012817,-0.0036621,1.4859
-0.15778,-0.0097656,-0.013428,1.4868
-0.16327,-0.0057983,-0.02533,1.4856
-0.14679,0.0021362,-0.040283,1.4859
-0.13092,-0.0030518,-0.042419,1.4859
-0.12543,0.0012207,-0.052185,1.4856
-0.13,0.0061035,-0.053406,1.4862
-0.13031,0.0039673,-0.048218,1.4862
-0.11047,0.005188,-0.045776,1.4862
-0.088196,0.0039673,-0.034485,1.4862
-0.086365,0.0015259,-0.021667,1.4859
-0.095825,-0.00030518,-0.0094604,1.4859
-0.087585,-0.0079346,0.0021362,1.4865
-0.059814,-0.015564,0.022583,1.4859
-0.038147,-0.019836,0.036011,1.4862
-0.032043,-0.017395,0.046082,1.4856
-0.036621,-0.024414,0.063477,1.4862
-0.046692,-0.025024,0.050049,1.4853
-0.05188,-0.019531,0.021362,1.4859
-0.050354,-0.021362,-0.0036621,1.4856
-0.054626,-0.010376,-0.010376,1.485
-0.065002,0.0036621,-0.028992,1.4853
-0.086365,-0.00030518,-0.041809,1.485
-0.11078,0.0033569,-0.048828,1.4856
-0.11871,0.0079346,-0.059509,1.4853
-0.11688,0.0082397,-0.066528,1.4853
-0.11505,0.013733,-0.066528,1.4853
-0.11139,0.0073242,-0.066223,1.4853
-0.1004,0.010681,-0.047302,1.485
-0.085754,0.010681,-0.033569,1.4856
-0.076599,0.0082397,-0.020447,1.485
-0.073242,0.0024414,0.0012207,1.4859
-0.065002,-0.00030518,0.0054932,1.4847
-0.053711,-0.0079346,0.028687,1.485
-0.049133,-0.0094604,0.038147,1.4853
-0.06012,-0.0091553,0.040283,1.4847
-0.075378,-0.013733,0.038147,1.4847
-0.077515,-0.013733,0.024414,1.4853
-0.065308,-0.012512,0.022583,1.485
-0.049744,-0.018311,0.016174,1.485
-0.04364,-0.013123,0.0064087,1.485
-0.03418,-0.0021362,-0.0082397,1.4853
-0.020142,0.0021362,-0.036926,1.4841
-0.023499,0.0015259,-0.04303,1.485
-0.050964,0.0018311,-0.044556,1.4847
-0.082092,0.0054932,-0.047607,1.4847
-0.10529,0.012512,-0.046997,1.4847
-0.12604,0.0097656,-0.053101,1.4844
-0.13824,-0.00030518,-0.056763,1.4844
-0.13397,-0.0085449,-0.04364,1.4853
-0.12878,-0.0015259,-0.028076,1.4847
-0.13275,-0.0027466,-0.0045776,1.4844
-0.13885,-0.0054932,0.011597,1.4844
-0.12878,-0.0076294,0.016785,1.4847
-0.10071,-0.013123,0.015259,1.4847
-0.063171,-0.013733,0.032043,1.4847
-0.040283,-0.014954,0.035095,1.4844
-0.042114,-0.021973,0.037231,1.4841
-0.059814,-0.015564,0.025024,1.4844
-0.074463,-0.0085449,0.010071,1.4835
-0.07782,-0.0082397,-0.0057983,1.4847
-0.077209,-0.005188,-0.015259,1.4835
-0.089111,-0.00061035,-0.019836,1.4844
-0.11017,0.007019,-0.027466,1.4841
-0.1236,0.0036621,-0.038147,1.4832
-0.13,0.0039673,-0.043945,1.4847
-0.12695,0.005188,-0.047913,1.4844
-0.11383,0.010376,-0.050354,1.4844
-0.10223,0.010376,-0.036011,1.4838
-0.094604,0.0045776,-0.024414,1.4832
-0.081787,0.0021362,-0.016479,1.4838
-0.063782,-0.0033569,0.00091553,1.4844
-0.04364,-0.0048828,0.0073242,1.4847
-0.030823,-0.0085449,0.019531,1.4832
-0.024414,-0.0091553,0.037842,1.4835
-0.017395,-0.013123,0.037842,1.4828
-0.024414,-0.015869,0.03479,1.4838
-0.045166,-0.014954,0.02533,1.4841
-0.054321,-0.0177,0.02533,1.4838
-0.044556,-0.018005,0.0061035,1.4832
-0.024719,-0.010681,0.014343,1.4832
-0.010681,-0.0012207,-0.0018311,1.4835
-0.01709,0.00061035,-0.019531,1.4838
-0.043335,0.0033569,-0.037231,1.4835
-0.062866,0.014954,-0.049744,1.4832
-0.061951,0.0085449,-0.047302,1.4832
-0.053711,0.0091553,-0.054626,1.4835
-0.059814,0.013733,-0.054932,1.4828
-0.074158,0.0097656,-0.05249,1.4835
-0.08728,0.0097656,-0.030212,1.4825
-0.090332,0.0067139,-0.014648,1.4828
-0.093994,0.005188,-0.0064087,1.4832
-0.11688,0.0036621,0.0088501,1.4832
-0.13763,0.0021362,0.02655,1.4828
-0.12878,-0.0082397,0.033264,1.4825
-0.090942,-0.013123,0.04303,1.4832
-0.052795,-0.018311,0.041504,1.4828
-0.027771,-0.0085449,0.05188,1.4828
-0.023499,-0.010071,0.048828,1.4825
-0.037231,-0.0082397,0.023804,1.4828
-0.046692,-0.0036621,-0.007019,1.4825
-0.052795,0.0024414,-0.021667,1.4816
-0.07782,-0.0015259,-0.034485,1.4819
-0.12085,0.0018311,-0.056763,1.4828
-0.14893,0.0082397,-0.065308,1.4825
-0.13947,0.0033569,-0.065308,1.4822
-0.11902,0.0012207,-0.058289,1.4825
-0.11353,0.0067139,-0.05249,1.4825
-0.11169,0.005188,-0.047302,1.4822
-0.099182,-0.00030518,-0.036011,1.4825
-0.072327,-0.00061035,-0.02533,1.4822
-0.048828,-0.0076294,0.00030518,1.4822
-0.044556,-0.012817,0.0091553,1.4822
-0.048218,-0.016174,0.025024,1.4825
-0.051575,-0.020142,0.030212,1.4825
-0.050964,-0.022888,0.049438,1.4822
-0.042419,-0.022278,0.04425,1.4819
-0.0094604,-0.0177,0.040283,1.4825
0.034485,-0.012817,0.041504,1.4813
0.056152,-0.0073242,0.0354,1.4813
0.039368,-0.0045776,0.025024,1.4816
-0.0015259,-0.011597,0.010986,1.4813
-0.046387,-0.0054932,-0.0021362,1.4813
-0.08667,-0.0027466,-0.02594,1.4819
-0.10834,-0.0030518,-0.038452,1.4816
-0.11047,-0.0021362,-0.039063,1.4813
-0.10315,0.0042725,-0.038452,1.4816
-0.092468,-0.0021362,-0.036316,1.4816
-0.087585,-0.0015259,-0.028992,1.4816
-0.079041,-0.0048828,-0.027466,1.4819
-0.061646,0.0039673,-0.0079346,1.4819
-0.048523,0.00061035,0.0027466,1.4813
-0.046082,-0.0015259,0.011292,1.4819
-0.053406,-0.013123,0.026855,1.4813
-0.062561,-0.019226,0.033569,1.4813
-0.061035,-0.016479,0.036011,1.4816
-0.045776,-0.021057,0.03418,1.4813
-0.032959,-0.022278,0.028076,1.481
-0.027161,-0.015564,0.031738,1.4816
-0.023193,-0.023499,0.026855,1.4813
-0.021973,-0.020447,0.0076294,1.4807
-0.032654,-0.014648,-0.0030518,1.4807
-0.052185,-0.011292,-0.021973,1.481
-0.072937,-0.0079346,-0.033264,1.481
-0.092468,-0.007019,-0.045776,1.481
-0.1059,-0.005188,-0.054932,1.4804
-0.11505,-0.0057983,-0.050964,1.4804
-0.12085,-0.00030518,-0.047607,1.481
-0.11902,0.0091553,-0.042725,1.481
-0.11078,0.011597,-0.040894,1.4807
-0.10162,0.0064087,-0.027771,1.4807
-0.095825,0.010071,-0.0027466,1.481
-0.087891,0.0033569,0.013428,1.4807
-0.070496,-0.013123,0.025635,1.4813
-0.043335,-0.016174,0.041809,1.481
-0.031433,-0.018921,0.041504,1.4804
-0.02655,-0.015564,0.042114,1.4816
-0.01709,-0.011902,0.0354,1.481
-0.0097656,-0.0088501,0.021667,1.4807
-0.012207,-0.007019,0.011902,1.4804
-0.027161,-0.0039673,-0.0064087,1.4807
-0.052185,-0.0079346,-0.022278,1.4804
-0.079346,-0.0021362,-0.035706,1.4798
-0.10223,0.0094604,-0.054321,1.4804
-0.11017,0.013123,-0.071716,1.4807
-0.11169,0.023499,-0.059814,1.4804
-0.11627,0.01709,-0.064087,1.4807
-0.12634,0.016479,-0.057983,1.4807
-0.13458,0.013123,-0.043335,1.4804
-0.12573,0.015869,-0.038147,1.4801
-0.10193,0.015564,0.0036621,1.4804
-0.082703,0.0036621,0.034485,1.4807
-0.065918,-0.0015259,0.016785,1.4804
-0.048828,-0.0064087,0.010986,1.4807
-0.031738,-0.0085449,0.019531,1.4798
-0.021362,-0.017395,0.033569,1.4804
-0.015259,-0.022888,0.036011,1.4801
-0.014648,-0.029297,0.02655,1.481
-0.021057,-0.029907,0.020752,1.4798
-0.036316,-0.023193,0.0091553,1.4801
-0.06134,-0.018311,-0.014343,1.4798
-0.083313,-0.010376,-0.030212,1.4798
-0.089417,-0.011292,-0.040588,1.4792
-0.085144,-0.00091553,-0.05188,1.4792
-0.077515,0.0061035,-0.06958,1.4798
-0.076599,0.014343,-0.046997,1.4795
-0.082092,0.013733,-0.053406,1.4798
-0.090942,0.018616,-0.068054,1.4798
-0.096741,0.018921,-0.050049,1.4798
-0.088196,0.016479,-0.02655,1.4804
-0.072937,0.0018311,-0.014343,1.4795
-0.059204,-0.0012207,0.0036621,1.4795
-0.041504,-0.0045776,0.014038,1.4801
-0.022278,-0.012817,0.024109,1.4792
-0.014954,-0.016785,0.040588,1.4798
-0.015869,-0.019531,0.045776,1.4795
-0.012817,-0.015259,0.050659,1.4804
0.00091553,-0.011597,0.0354,1.4792
0.012512,-0.01709,0.029297,1.4798
0.011597,-0.02533,0.01709,1.4795
-0.0015259,-0.022583,-0.00061035,1.4792
-0.020142,-0.013123,-0.011292,1.4792
-0.039063,-0.015869,-0.027771,1.4795
-0.048828,-0.011597,-0.046692,1.4789
-0.035095,-0.005188,-0.055542,1.4789
-0.010071,-0.00091553,-0.061951,1.4789
0.0048828,0.0042725,-0.057678,1.4798
0.0076294,0.012512,-0.050049,1.4792
-0.0039673,0.0073242,-0.04303,1.4792
-0.032349,0.00030518,-0.033569,1.4789
-0.063171,-0.0030518,-0.018311,1.4786
-0.081787,-0.0021362,-0.0015259,1.4789
-0.073547,-0.010376,0.0088501,1.4792
-0.041809,-0.028381,0.018005,1.4795
-0.010986,-0.018311,0.029602,1.4795
0.014648,-0.0097656,0.040588,1.4792
0.036926,-0.020447,0.037537,1.4786
0.047913,-0.021362,0.037537,1.4789
0.049438,-0.016785,0.031433,1.4789
0.058289,-0.0177,0.027466,1.4795
0.065918,-0.014343,0.0085449,1.4789
0.061951,-0.010681,-0.0064087,1.4786
0.055237,-0.012512,-0.018616,1.4789
0.05188,-0.00030518,-0.028687,1.478
0.058594,0.0024414,-0.033569,1.4795
0.062866,0.005188,-0.041809,1.4789
0.065918,0.010986,-0.053101,1.4783
0.085449,0.0064087,-0.048523,1.4783
0.098877,0.0042725,-0.042725,1.4777
0.080261,0.010681,-0.030518,1.478
0.042419,0.012817,-0.012207,1.4783
0.018311,0.0054932,-0.0057983,1.478
0.03479,-0.00091553,0.011902,1.4783
0.082092,-0.011597,0.023804,1.4789
0.1355,-0.013123,0.029602,1.4783
0.17365,-0.021362,0.027466,1.4786
0.19623,-0.030212,0.027466,1.4783
0.21851,-0.025024,0.02594,1.478
0.22888,-0.015564,0.027771,1.4777
0.2121,-0.015564,0.053711,1.4783
0.17853,-0.01709,0.054932,1.4783
0.1358,-0.016174,0.0018311,1.478
0.095215,-0.0048828,-0.036316,1.478
0.066223,-0.0015259,-0.057373,1.4774
0.057068,0,-0.06073,1.478
0.075684,0.012207,-0.069275,1.478
0.11627,0.011292,-0.06897,1.478
0.14709,0.010071,-0.058899,1.478
0.15472,0.0054932,-0.046387,1.478
0.14709,0.0061035,-0.047913,1.4777
0.14008,-0.00030518,-0.040894,1.4777
0.14343,-0.0045776,-0.022888,1.478
0.15289,-0.013733,-0.00061035,1.478
0.1532,-0.014343,0.019836,1.478
0.14771,-0.0079346,0.038452,1.478
0.15076,-0.011597,0.045471,1.4774
0.15472,-0.016174,0.046692,1.4774
0.14587,-0.019531,0.033569,1.4777
0.12726,-0.014954,0.022888,1.4777
0.11047,-0.016174,0.021667,1.4771
0.099792,-0.0097656,0.0054932,1.4771
0.083618,-0.0018311,-0.011292,1.4767
0.050659,0.0045776,-0.023193,1.4771
-0.00030518,0.0079346,-0.033264,1.4767
-0.049744,0.0085449,-0.048523,1.4774
-0.072327,0.010986,-0.054932,1.4764
-0.06012,0.014954,-0.061035,1.4771
-0.026855,0.018921,-0.047913,1.4777
