ecg,emgz,emg,eda
-0.040283,0.0097656,-0.061646,1.337
-0.063782,0.014648,-0.036621,1.3373
-0.093689,0.011902,-0.022583,1.337
-0.11658,0.0085449,-0.010376,1.337
-0.13367,-0.0027466,0.0042725,1.337
-0.13489,-0.0039673,0.023804,1.3367
-0.11841,-0.0088501,0.032043,1.3367
-0.090637,-0.017395,0.041504,1.337
-0.065308,-0.015869,0.05188,1.3367
-0.057983,-0.018616,0.039368,1.3373
-0.066223,-0.021667,0.037231,1.337
-0.077515,-0.025635,0.029297,1.337
-0.090637,-0.023193,0.030518,1.337
-0.10223,-0.019226,0.016174,1.3376
-0.11444,-0.013428,-0.0097656,1.337
-0.13245,-0.0094604,-0.027466,1.337
-0.15167,-0.0054932,-0.028076,1.337
-0.16083,-0.0067139,-0.015869,1.3367
-0.15778,0,-0.043945,1.337
-0.1532,0.0039673,-0.058594,1.337
-0.1535,0.0091553,-0.059814,1.3367
-0.15198,0.010681,-0.044861,1.337
-0.13885,0.010681,-0.05249,1.337
-0.11505,0.0091553,-0.048218,1.3364
-0.10162,-0.0012207,-0.020752,1.3373
-0.097046,-0.014038,-0.0018311,1.3373
-0.083618,-0.018311,0.012512,1.337
-0.067444,-0.013428,0.020447,1.3364
-0.062866,-0.013733,0.026855,1.337
-0.066223,-0.021362,0.040283,1.337
-0.065308,-0.021057,0.036621,1.3367
-0.067749,-0.018005,0.021057,1.3367
-0.079041,-0.0177,0.010986,1.3376
-0.087891,-0.027771,-0.014343,1.337
-0.077209,-0.011292,-0.023804,1.3367
-0.058594,-0.0042725,-0.024414,1.3367
-0.065918,0.0054932,-0.047302,1.3364
-0.079956,0.0045776,-0.050659,1.337
-0.066528,0.0061035,-0.057678,1.337
-0.046997,0.010071,-0.059509,1.3364
-0.058289,0.011597,-0.042114,1.3367
-0.10986,0.0088501,-0.035095,1.3367
-0.15137,0.016479,-0.028381,1.337
-0.1416,0.011597,-0.0177,1.3367
-0.099792,0.0015259,-0.007019,1.337
-0.06897,0.0057983,0.010986,1.3373
-0.054016,0.0015259,0.033875,1.3367
-0.046997,-0.0088501,0.04303,1.3361
-0.041504,-0.010681,0.046997,1.3367
-0.036926,-0.0082397,0.041199,1.3373
-0.040588,-0.018616,0.039978,1.337
-0.048523,-0.017395,0.041199,1.337
-0.058289,-0.012512,0.031128,1.3364
-0.070496,-0.0097656,0.0073242,1.3367
-0.080261,-0.0012207,-0.017395,1.3358
-0.093079,-0.0030518,-0.025635,1.3367
-0.11902,0.010681,-0.031738,1.3367
-0.14252,0.012512,-0.037231,1.3364
-0.15259,0.012512,-0.058899,1.3367
-0.1532,0.015869,-0.055237,1.3364
-0.13702,0.014343,-0.047913,1.337
-0.11322,0.0088501,-0.045166,1.3367
-0.09552,0.0015259,-0.032654,1.3367
-0.082397,0.0030518,-0.023193,1.3367
-0.074768,-0.0091553,-0.014648,1.3373
-0.066528,-0.0082397,0.012207,1.3364
-0.046082,-0.013123,0.036316,1.3364
-0.022583,-0.021973,0.034485,1.3367
-0.0064087,-0.0177,0.039673,1.3361
0.0033569,-0.025635,0.047302,1.3367
0.0088501,-0.026245,0.05188,1.3367
0.0057983,-0.020752,0.0177,1.3367
-0.0027466,-0.018005,0.012512,1.3364
-0.015259,-0.017395,-0.010071,1.3364
-0.031738,-0.013428,-0.032349,1.337
-0.057983,-0.005188,-0.052795,1.3364
-0.097046,-0.0012207,-0.06012,1.337
-0.13123,-0.0018311,-0.063477,1.3367
-0.15228,0.0091553,-0.053711,1.3367
-0.15808,0.013123,-0.047607,1.3361
-0.14618,0.0091553,-0.041504,1.3364
-0.11963,0.0021362,-0.037842,1.3367
-0.087891,0.0042725,-0.031738,1.3367
-0.062256,0.0021362,-0.014648,1.3364
-0.047607,-0.0027466,0.0030518,1.3361
-0.039368,-0.0057983,0.0079346,1.3361
-0.022583,-0.016479,0.023193,1.3367
-0.0061035,-0.010376,0.030823,1.3367
-0.0018311,-0.012512,0.041809,1.337
-0.0088501,-0.01709,0.036316,1.3361
-0.013733,-0.018616,0.030518,1.337
-0.0079346,-0.016479,0.012817,1.3364
-0.0030518,-0.014648,0.0015259,1.3364
-0.0073242,-0.0085449,0.0079346,1.3361
-0.022888,-0.010071,0.010681,1.3364
-0.041199,-0.0018311,-0.023804,1.3367
-0.056152,-0.00061035,-0.045471,1.3361
-0.063782,0,-0.040283,1.3367
-0.067749,-0.00030518,-0.04364,1.3364
-0.071716,0.0012207,-0.045166,1.3358
-0.070496,-0.0024414,-0.029297,1.3367
-0.068359,0.00061035,-0.028992,1.3367
-0.079041,0.0030518,-0.031433,1.3358
-0.07782,0.0045776,-0.0091553,1.3358
-0.05127,-0.0045776,0.0073242,1.3367
-0.029297,-0.0036621,0.022278,1.3358
-0.028992,-0.013123,0.022583,1.337
-0.040588,-0.026245,0.03418,1.3367
-0.031128,-0.028687,0.062256,1.3364
0.0061035,-0.032654,0.048218,1.3364
0.046082,-0.025635,0.027161,1.3367
0.055237,-0.023499,-0.0021362,1.3367
0.039673,-0.014648,-0.016174,1.3364
0.0076294,-0.01709,-0.021057,1.3364
-0.022583,-0.0057983,-0.041199,1.3361
-0.036316,-0.0097656,-0.036621,1.3367
-0.040283,-0.0021362,-0.044861,1.3364
-0.042419,0.0018311,-0.048218,1.3367
-0.048828,0.014954,-0.054626,1.3361
-0.062866,0.018616,-0.061035,1.3361
-0.071106,0.022888,-0.055237,1.3358
-0.06134,0.018311,-0.046692,1.3367
-0.050659,0.016174,-0.031433,1.3361
-0.052185,0.0091553,-0.01709,1.3364
-0.048523,0.0033569,-0.00030518,1.3367
-0.031738,-0.0018311,0.0097656,1.3364
-0.0054932,-0.0036621,0.018005,1.3364
0.014954,-0.0076294,0.01709,1.3367
0.027466,-0.013428,0.036011,1.3361
0.032043,-0.0097656,0.041504,1.3361
0.028687,-0.0082397,0.032349,1.3361
0.022888,-0.007019,0.027161,1.3358
0.016174,-0.0039673,0.021057,1.3361
0.0073242,-0.005188,0.0057983,1.3358
-0.0033569,-0.0045776,-0.0085449,1.3364
-0.020142,0.0027466,-0.021057,1.3367
-0.046387,0.005188,-0.029907,1.3364
-0.067749,0.012207,-0.039063,1.3358
-0.074158,0.010376,-0.047302,1.3361
-0.074463,0.01709,-0.050049,1.3358
-0.083313,0.015564,-0.050049,1.3358
-0.091248,0.0177,-0.033264,1.3364
-0.083008,0.014343,-0.038147,1.3361
-0.051575,0.014954,-0.032959,1.3361
-0.0088501,0.005188,-0.012207,1.3361
0.021973,-0.00030518,0.0057983,1.3351
0.036926,-0.0018311,0.016479,1.3364
0.025635,-0.0073242,0.032349,1.3364
-0.0054932,-0.011597,0.039978,1.3358
-0.03479,-0.014343,0.061646,1.3358
-0.031128,-0.0094604,0.079956,1.3358
0.00030518,-0.0088501,0.035706,1.3364
0.024414,-0.014648,-0.0021362,1.3367
0.02594,-0.007019,-0.017395,1.3358
0.0085449,-0.0048828,-0.021667,1.3364
-0.013428,0.0064087,-0.045471,1.3364
-0.026855,0.010681,-0.05127,1.3358
-0.040283,0.016174,-0.058899,1.3351
-0.055847,0.020142,-0.055542,1.3358
-0.065918,0.018921,-0.056152,1.3358
-0.07843,0.022583,-0.056152,1.3354
-0.089722,0.0097656,-0.048828,1.3358
-0.088501,0.010681,-0.033569,1.3364
-0.079346,0.0048828,-0.014954,1.3351
-0.064697,-0.00091553,0.0061035,1.3358
-0.033875,-0.0091553,0.018005,1.3358
0.0085449,-0.010681,0.031128,1.3364
0.029297,-0.023193,0.031433,1.3358
0.017395,-0.022888,0.034485,1.3361
-0.026855,-0.014343,0.043945,1.3358
-0.066223,-0.019226,0.027161,1.3361
-0.054016,-0.022278,0.024109,1.3367
-0.01709,-0.015869,0.023499,1.3351
-0.0091553,-0.015869,0,1.3351
-0.045471,-0.010986,-0.02533,1.3351
-0.08728,-0.0024414,-0.0067139,1.3354
-0.11444,0.0036621,-0.013733,1.3361
-0.11047,0.0042725,-0.038452,1.3358
-0.071716,0.0039673,-0.053101,1.3348
-0.027771,0.0079346,-0.052795,1.3361
0.0021362,0.010986,-0.05249,1.3361
0.0036621,0.0085449,-0.051575,1.3358
-0.020447,0.0039673,-0.046082,1.3358
-0.046082,0.010071,-0.015869,1.3358
-0.054321,0.0027466,0.010071,1.3358
-0.048523,-0.00030518,0.033569,1.3358
-0.037842,-0.0094604,0.043335,1.3358
-0.033569,-0.019226,0.018311,1.3358
-0.023499,-0.021057,0.022278,1.3364
-0.0082397,-0.017395,0.024719,1.3361
-0.0076294,-0.010986,0.022583,1.3367
-0.018311,-0.019836,0.015564,1.3358
-0.021667,-0.020447,0.032349,1.3351
-0.0067139,-0.0177,0.029602,1.3354
0.016174,-0.0088501,-0.021667,1.3361
0.030518,-0.0064087,-0.039673,1.3358
0.0094604,-0.0064087,-0.067139,1.3358
-0.04364,-0.0012207,-0.057983,1.3348
-0.095215,0.0012207,-0.070801,1.3361
-0.11871,0.00030518,-0.089722,1.3361
-0.11353,0.00030518,-0.072021,1.3354
-0.086365,-0.0021362,-0.054016,1.3354
-0.050659,-0.00030518,-0.031738,1.3354
-0.022278,-0.0036621,0.00091553,1.3354
-0.019531,-0.0042725,0.013428,1.3354
-0.052185,0.00091553,0.019531,1.3361
-0.08606,0.00091553,0.036621,1.3364
-0.091553,-0.0054932,0.045166,1.3351
-0.073547,-0.018311,0.049744,1.3354
-0.044556,-0.02594,0.043335,1.3348
-0.014038,-0.026855,0.03418,1.3358
0.0042725,-0.02655,0.021362,1.3354
0.00030518,-0.023499,0.011292,1.3354
-0.013428,-0.014343,0.0054932,1.3358
-0.022278,-0.010681,-0.010681,1.3354
-0.02533,-0.0064087,-0.023804,1.3358
-0.037231,0.0061035,-0.039978,1.3354
-0.063171,0.015564,-0.046082,1.3358
-0.084229,0.025024,-0.045471,1.3351
-0.075073,0.022888,-0.055542,1.3358
-0.050049,0.016785,-0.033264,1.3354
-0.028992,0.014648,-0.018921,1.3354
-0.017395,0.010986,-0.028076,1.3358
-0.022888,0.012512,-0.027771,1.3358
-0.041199,0.0088501,-0.0177,1.3354
-0.054016,0.0042725,0.011597,1.3354
-0.049744,-0.0061035,0.029907,1.3354
-0.014343,-0.013123,0.025635,1.3358
0.038452,-0.015564,-0.0021362,1.3351
0.06073,-0.018616,0.027466,1.3354
0.039978,-0.022888,0.059509,1.3351
-0.0033569,-0.022278,0.065918,1.3345
-0.039063,-0.019531,0.046082,1.3354
-0.06958,-0.022583,0.0061035,1.3351
-0.07782,-0.027771,-0.018616,1.3354
-0.052185,-0.016174,-0.027466,1.3354
-0.028992,-0.0094604,-0.055847,1.3348
-0.033264,-0.0064087,-0.06897,1.3351
-0.058594,-0.010071,-0.076599,1.3354
-0.075378,-0.0064087,-0.07019,1.3358
-0.063171,-0.0039673,-0.053101,1.3351
-0.039978,0.0036621,-0.047913,1.3354
-0.031738,-0.0024414,-0.036926,1.3348
-0.039063,0.00061035,-0.031738,1.3354
-0.041809,-0.0054932,-0.0097656,1.3351
-0.033569,-0.010986,0.010681,1.3358
-0.020447,-0.016174,0.014038,1.3361
-0.0042725,-0.021057,0.027466,1.3358
0.013428,-0.02594,0.037231,1.3354
0.024109,-0.03479,0.028992,1.3351
0.030823,-0.026855,0.018005,1.3351
0.04425,-0.023193,0.029297,1.3348
0.051575,-0.021667,0.018921,1.3348
0.03418,-0.013733,0.0027466,1.3358
-0.0054932,-0.012817,-0.010986,1.3345
-0.054321,-0.0018311,-0.02655,1.3351
-0.093689,0.0061035,-0.041199,1.3348
-0.11353,0.0091553,-0.050659,1.3351
-0.10895,0.014343,-0.061646,1.3354
-0.091858,0.013428,-0.072021,1.3351
-0.06958,0.012207,-0.072021,1.3354
-0.057068,0.01709,-0.035095,1.3354
-0.067749,0.011597,-0.0177,1.3351
-0.090942,0.012207,-0.013428,1.3351
-0.094604,-0.0018311,-0.010376,1.3351
-0.067749,-0.007019,-0.0061035,1.3345
-0.02655,-0.014038,0.00061035,1.3358
-0.00030518,-0.01709,0.014954,1.3348
0.0012207,-0.021057,0.018005,1.3351
-0.00030518,-0.027466,0.04364,1.3348
0.0073242,-0.028381,0.037842,1.3351
0.013428,-0.028687,0.032349,1.3354
0.0088501,-0.016174,0.012207,1.3348
-0.0027466,-0.015564,-0.00030518,1.3351
-0.022583,-0.011292,0.013428,1.3351
-0.041504,-0.011597,0.00091553,1.3348
-0.055847,-0.00091553,-0.028687,1.3351
-0.061951,0.0027466,-0.052795,1.3358
-0.060425,0.0033569,-0.060425,1.3342
-0.055542,0.0033569,-0.057373,1.3354
-0.053711,-0.00061035,-0.045471,1.3348
-0.054321,0.0076294,-0.040894,1.3351
-0.052795,0.007019,-0.028687,1.3345
-0.04364,0.0015259,-0.025024,1.3348
-0.033875,0,-0.027161,1.3361
-0.0177,-0.0024414,-0.0079346,1.3351
0.011597,-0.014343,0.024719,1.3348
0.038147,-0.020447,0.039978,1.3354
0.042419,-0.014343,0.034485,1.3348
0.032349,-0.014343,0.04303,1.3345
0.018921,-0.0079346,0.033569,1.3351
0.0057983,-0.012207,0.021362,1.3348
-0.0061035,-0.014954,0.019226,1.3348
-0.018921,-0.010376,0.0082397,1.3351
-0.032043,-0.0033569,-0.0073242,1.3348
-0.045471,-0.0054932,-0.021362,1.3345
-0.052795,-0.0064087,-0.036926,1.3358
-0.056458,0.00061035,-0.041199,1.3348
-0.047913,0.010681,-0.028381,1.3348
-0.042114,0.016479,-0.03479,1.3354
-0.046997,0.025024,-0.039978,1.3351
-0.042114,0.021667,-0.029907,1.3348
-0.027771,0.019836,-0.032959,1.3345
-0.022278,0.015259,-0.022278,1.3354
-0.019531,0.0067139,-0.012817,1.3345
-0.010681,-0.0021362,-0.0012207,1.3348
0.0088501,-0.0042725,0.00091553,1.3345
0.02655,-0.0036621,0.0073242,1.3348
0.036621,-0.0030518,0.037231,1.3354
0.043335,-0.013428,0.049744,1.3354
0.05127,-0.010986,0.047913,1.3354
0.056763,-0.0024414,0.02533,1.3348
0.046082,-0.0036621,0.021973,1.3348
0.030518,-0.005188,0.0076294,1.3351
0.0354,-0.0012207,-0.0057983,1.3348
0.059814,0.0039673,0.0033569,1.3348
0.077515,0.0073242,-0.029602,1.3348
0.06897,0.012207,-0.044556,1.3348
0.052795,0.015869,-0.058289,1.3345
0.050049,0.012817,-0.060425,1.3348
0.061951,0.012817,-0.068054,1.3345
0.079041,0.0085449,-0.052185,1.3348
0.085144,0.0067139,-0.042419,1.3342
0.090027,0.00030518,-0.022583,1.3348
0.1123,-0.00030518,-0.0039673,1.3345
0.14252,0.0027466,0.007019,1.3351
0.16541,-0.0076294,0.011292,1.3348
0.18219,-0.013428,0.0079346,1.3342
0.19104,-0.018616,0.025024,1.3351
0.18799,-0.0177,0.036621,1.3354
0.17548,-0.012207,0.039063,1.3345
0.16632,-0.019226,0.022278,1.3351
0.16022,-0.010681,0.014038,1.3345
0.14832,-0.011292,0.0012207,1.3345
0.13733,-0.0015259,-0.013123,1.3345
0.13428,0.0039673,-0.029907,1.3345
0.13306,0.014648,-0.043335,1.3342
0.12817,0.021973,-0.045776,1.3342
0.12054,0.023499,-0.054932,1.3354
0.11597,0.018616,-0.054321,1.3342
0.11841,0.018616,-0.045776,1.3345
0.13184,0.012207,-0.038147,1.3345
0.1474,0.0097656,-0.03479,1.3348
0.1532,0.0073242,-0.010376,1.3348
0.1474,-0.0030518,0.0036621,1.3348
0.14984,-0.007019,-0.0064087,1.3342
0.16418,-0.018616,0.00061035,1.3348
0.17609,-0.021973,0.024109,1.3348
0.19012,-0.022888,0.043335,1.3342
0.21423,-0.019226,0.049133,1.3345
0.23285,-0.020752,0.048828,1.3351
0.23529,-0.025024,0.033875,1.3348
0.21393,-0.021362,0.015259,1.3348
0.16876,-0.024109,0.0064087,1.3348
0.14313,-0.016174,0.0024414,1.3345
0.1651,-0.0067139,-0.0054932,1.3345
0.20111,-0.0048828,-0.028076,1.3345
0.20721,0,-0.043335,1.3342
0.17365,0.0048828,-0.047302,1.3348
0.11871,0.010071,-0.041809,1.3339
0.071411,0.013733,-0.062256,1.3351
0.057373,0.0094604,-0.044861,1.3348
0.084839,0.0036621,-0.024719,1.3348
0.11536,0.0018311,-0.0064087,1.3345
0.11719,-0.0054932,-0.0024414,1.3351
0.099182,-0.0064087,0.00061035,1.3351
0.094299,-0.010681,0.0091553,1.3339
0.11688,-0.014038,0.029907,1.3348
0.14893,-0.021667,0.042725,1.3345
0.17303,-0.022278,0.056152,1.3348
0.17334,-0.021057,0.038452,1.3345
0.15381,-0.019226,0.018311,1.3339
0.12512,-0.021057,0.0082397,1.3339
0.08728,-0.022888,-0.0067139,1.3342
0.061646,-0.0177,-0.018005,1.3348
0.050049,-0.015869,-0.021973,1.3342
0.045166,-0.0076294,-0.041199,1.3348
0.036926,-0.00061035,-0.045166,1.3339
0.021973,0.0021362,-0.049744,1.3348
-0.00091553,0.01709,-0.062866,1.3345
-0.019836,0.013733,-0.064087,1.3345
-0.020752,0.010986,-0.061951,1.3345
-0.010071,0.013123,-0.048828,1.3345
-0.012512,0,-0.013428,1.3351
-0.029297,-0.0030518,0.0024414,1.3345
-0.040894,-0.011597,0.019531,1.3345
-0.037537,-0.0054932,0.029297,1.3348
-0.027771,-0.0073242,0.036011,1.3342
-0.019531,-0.0073242,0.035095,1.3339
-0.018616,-0.010376,0.039063,1.3345
-0.025635,-0.018921,0.031738,1.3345
-0.042419,-0.010681,0.018616,1.3345
-0.063477,-0.0088501,0.00061035,1.3348
-0.075989,-0.011597,-0.014648,1.3342
-0.083923,-0.005188,-0.016785,1.3342
-0.093994,0.00030518,-0.016785,1.3342
-0.11017,0.00091553,-0.032349,1.3342
-0.12268,0.0012207,-0.047607,1.3342
-0.13214,0.0085449,-0.043945,1.3342
-0.13916,0.011292,-0.05249,1.3345
-0.14221,0.013733,-0.054321,1.3342
-0.12878,0.0079346,-0.037537,1.3342
-0.11047,0.00061035,-0.0021362,1.3339
-0.10742,0.0018311,-0.00061035,1.3339
-0.11597,-0.0091553,-0.0027466,1.3342
-0.11383,-0.01709,0.0085449,1.3345
-0.093384,-0.022583,0.021362,1.3345
-0.077209,-0.016479,0.028687,1.3342
-0.072021,-0.018921,0.039368,1.3339
-0.071106,-0.012512,0.046387,1.3342
-0.072021,-0.019836,0.037842,1.3348
-0.071106,-0.014954,0.027161,1.3339
-0.065918,-0.023193,0.01709,1.3336
-0.061035,-0.026245,-0.0061035,1.3345
-0.063171,-0.019836,-0.026855,1.3336
-0.065308,-0.0088501,-0.023804,1.3342
-0.072937,-0.0048828,-0.028992,1.3345
-0.094299,0.0018311,-0.050659,1.3339
-0.10986,0.0018311,-0.060425,1.3342
-0.11993,0.011902,-0.066528,1.3342
-0.12329,0.0088501,-0.058289,1.3339
-0.11017,0.0064087,-0.054932,1.3342
-0.078125,0.011292,-0.044556,1.3342
-0.043945,0.0085449,-0.0091553,1.3342
-0.025024,0.0015259,-0.0021362,1.3339
-0.02655,-0.0027466,-0.0021362,1.3339
-0.040894,-0.0088501,0.0085449,1.3342
-0.070496,-0.0085449,0.040283,1.3348
-0.1062,-0.013123,0.045166,1.3342
-0.1297,-0.0097656,0.042419,1.3339
-0.13733,-0.011902,0.028381,1.3348
-0.12909,-0.014648,0.027771,1.3345
-0.11261,-0.015869,0.011597,1.3339
-0.096436,-0.010986,0.014038,1.3336
-0.085754,-0.0079346,-0.013733,1.3351
-0.092468,0.00030518,-0.028381,1.3339
-0.11536,0.0021362,-0.029602,1.3336
-0.12848,-0.00091553,-0.032654,1.3336
-0.13062,-0.00091553,-0.037842,1.3342
-0.15045,-0.00091553,-0.038147,1.3342
-0.17426,0.005188,-0.018921,1.3342
-0.177,0.0076294,-0.018005,1.3342
-0.16449,0.0076294,-0.025024,1.3339
-0.15961,0.00091553,-0.022278,1.3336
-0.16876,0,-0.0057983,1.3339
-0.18372,-0.005188,0.011292,1.3336
-0.18005,-0.014954,0.01709,1.3342
-0.15503,-0.015869,0.026245,1.3342
-0.12238,-0.01709,0.040283,1.3342
-0.082397,-0.020447,0.039673,1.3345
-0.031433,-0.019531,0.036316,1.3339
0.011292,-0.021973,0.03418,1.3339
0.032654,-0.02533,0.032959,1.3336
0.027771,-0.024109,0.018616,1.3339
-0.0033569,-0.012512,0.012512,1.3339
-0.031128,-0.0036621,0.0018311,1.3336
-0.027466,0.0030518,-0.021057,1.3339
0.018005,0.0042725,-0.04364,1.3327
0.082703,0.0088501,-0.045471,1.3339
0.14435,0.0091553,-0.045471,1.3339
0.19714,0.0097656,-0.039673,1.3342
0.25787,0.0027466,-0.041199,1.3345
0.32257,0.0091553,-0.015869,1.3339
0.3833,0.0018311,-0.011902,1.3342
0.44128,-0.00091553,-0.013428,1.3345
0.49774,-0.0079346,-0.0079346,1.3342
0.5365,-0.0091553,0.011292,1.3342
0.55664,-0.014954,0.036316,1.3339
0.59631,-0.015869,0.031738,1.3336
0.67688,-0.018616,0.036011,1.3336
0.78339,-0.018921,0.041809,1.3339
0.89264,-0.01709,0.025635,1.3339
0.99121,-0.016785,0.0085449,1.3342
1.0754,-0.012817,-0.0021362,1.3339
1.1554,-0.005188,-0.016785,1.3342
1.221,-0.005188,-0.03479,1.3333
1.2543,0,-0.049438,1.3339
1.2659,0.0073242,-0.059814,1.3339
1.2845,0.0048828,-0.067749,1.3339
1.3,0.0042725,-0.075378,1.3342
1.2955,0.0045776,-0.071411,1.3333
1.2616,0.012512,-0.050049,1.3342
1.2067,0.014343,-0.036926,1.3336
1.1493,0.011292,-0.025024,1.3342
1.0532,0.0042725,-0.0033569,1.3339
0.88928,-0.00030518,0.0015259,1.3336
0.67474,-0.011597,0.018921,1.3339
0.44342,-0.018311,0.039063,1.3342
0.20233,-0.015869,0.041504,1.3342
-0.032959,-0.027771,0.065613,1.3339
-0.23804,-0.031433,0.074463,1.3339
-0.38544,-0.027466,0.046692,1.3336
-0.46021,-0.01709,0.016785,1.3336
-0.47638,-0.013123,-0.0085449,1.3342
-0.44373,-0.005188,-0.028992,1.3342
-0.39856,-0.0036621,-0.042419,1.3339
-0.38788,0.0067139,-0.054932,1.3336
-0.41595,0.0021362,-0.071411,1.3342
-0.4715,0.0012207,-0.073242,1.3342
-0.53619,0.005188,-0.05188,1.333
-0.59326,0.013733,-0.043335,1.3336
-0.64819,0.013428,-0.018921,1.3339
-0.67627,0.015869,-0.011902,1.3345
-0.65277,0.0073242,-0.0067139,1.3342
-0.60211,0,0.011292,1.3339
-0.54749,-0.0033569,0.017395,1.3339
-0.49377,-0.0088501,0.030212,1.3342
-0.4541,-0.0085449,0.039673,1.3339
-0.43365,-0.007019,0.050659,1.3345
-0.42511,-0.0088501,0.05127,1.3345
-0.41046,-0.015259,0.047913,1.3336
-0.39032,-0.012817,0.033875,1.3342
-0.36377,-0.0088501,0.018005,1.3345
-0.34668,-0.0076294,0.007019,1.3345
-0.34363,-0.010376,-0.018005,1.3339
-0.34607,-0.011292,-0.039673,1.3333
-0.34393,-0.0057983,-0.035706,1.3339
-0.32288,0.00061035,-0.05127,1.3339
-0.27863,0.0091553,-0.049744,1.3339
-0.23163,0.013428,-0.049133,1.3336
-0.19897,0.0088501,-0.057068,1.3339
-0.17944,0.011902,-0.043335,1.3342
-0.15961,0.014038,-0.030518,1.3336
-0.13336,0.014954,-0.013428,1.3336
-0.10406,0.0024414,0.032349,1.3342
-0.079651,0.0033569,0.023193,1.3339
-0.064087,-0.0042725,0.023193,1.3342
-0.061646,-0.011292,0.022278,1.3339
-0.073242,-0.0079346,0.036621,1.3336
-0.092468,-0.010681,0.026245,1.3348
-0.10803,-0.015564,0.007019,1.3336
-0.11902,-0.012512,0.0057983,1.3339
-0.12604,-0.012207,0.014648,1.3339
-0.12787,-0.013123,0.0042725,1.3339
-0.11932,-0.0076294,-0.0073242,1.3333
-0.1062,-0.0079346,-0.023804,1.3336
-0.10925,-0.0085449,-0.044556,1.3336
-0.11902,-0.0067139,-0.051575,1.3339
-0.11536,0.0039673,-0.07019,1.3342
-0.11108,0.00061035,-0.06958,1.333
-0.12238,0.0064087,-0.070801,1.3339
-0.13397,0.020752,-0.056152,1.3336
-0.12817,0.014954,-0.041199,1.3339
-0.11505,0.019226,-0.028381,1.3342
-0.11078,0.0061035,-0.012207,1.3336
-0.11505,0,0.020447,1.3336
-0.10681,-0.0045776,0.035095,1.3342
-0.077515,-0.012207,0.038147,1.333
-0.03479,-0.014343,0.032349,1.3336
0.0057983,-0.0094604,0.035706,1.3339
0.031433,-0.013428,0.035706,1.3333
0.031128,-0.013733,0.02533,1.3342
0.0085449,-0.0091553,0.029297,1.3336
-0.023193,-0.012207,0.021973,1.3336
-0.050659,-0.011597,0.007019,1.3336
-0.066833,-0.010071,-0.023499,1.3342
-0.086365,-0.0061035,-0.041504,1.3336
-0.10925,-0.0018311,-0.057678,1.333
-0.11993,-0.0024414,-0.053406,1.3333
-0.10895,0.0027466,-0.055237,1.3336
-0.093079,0.0067139,-0.058289,1.3336
-0.087891,0.0057983,-0.053101,1.3327
-0.09491,0.0076294,-0.040588,1.3333
-0.10132,0.0076294,-0.026855,1.3336
-0.093384,0.0054932,-0.015259,1.3339
-0.089111,-0.0030518,-0.0021362,1.3336
-0.09552,-0.0061035,0.011292,1.3339
-0.10284,-0.010986,0.014648,1.3339
-0.083923,-0.0073242,0.02533,1.3336
-0.041504,-0.013733,0.022583,1.3339
-0.00030518,-0.013733,0.0076294,1.333
0.011292,-0.0061035,-0.0088501,1.3336
-0.0024414,0.0039673,-0.0018311,1.3336
-0.024719,-0.0012207,-0.0061035,1.333
-0.053101,0.011292,0.014954,1.3333
-0.067139,0.0039673,-0.013428,1.3333
-0.06073,0.022278,-0.029907,1.3333
-0.04303,0.019226,-0.06897,1.3333
-0.033569,0.016174,-0.06073,1.3339
-0.041199,0.0088501,-0.06958,1.3333
-0.055847,0.0073242,-0.065613,1.3342
-0.063477,0.00030518,-0.049438,1.3336
-0.059814,0.00061035,-0.04425,1.3342
-0.051575,-0.0012207,-0.031128,1.3333
-0.039673,-0.007019,-0.0061035,1.3336
-0.032349,-0.0057983,-0.0076294,1.3339
-0.027466,-0.010071,0.015564,1.3339
-0.024109,-0.011292,0.047607,1.3333
-0.016785,-0.018616,0.061951,1.3342
-0.0042725,-0.021973,0.044556,1.3333
0.013733,-0.023499,0.030823,1.3333
0.022888,-0.020447,0.032654,1.3336
0.026245,-0.016479,0.03479,1.3333
0.022888,-0.016174,0.010986,1.3342
0.0085449,-0.018921,-0.01709,1.3336
-0.005188,-0.011902,-0.03479,1.3336
-0.021057,-0.0039673,-0.054016,1.3336
-0.042725,0.0048828,-0.06958,1.3336
-0.065613,0.0085449,-0.072632,1.333
-0.073853,0.012817,-0.069885,1.3342
-0.06012,0.018311,-0.062866,1.3336
-0.032043,0.013733,-0.042419,1.3339
-0.021057,0.0094604,-0.025635,1.3339
-0.03479,0.0094604,-0.0097656,1.3336
-0.042114,0.0024414,0.0018311,1.3336
-0.032654,-0.0021362,0.022278,1.3339
-0.005188,-0.011902,0.02533,1.3342
0.024109,-0.013733,0.02655,1.3342
0.039978,-0.014648,0.038452,1.3336
0.039063,-0.018921,0.04425,1.3336
0.021667,-0.018005,0.045471,1.3336
0.0015259,-0.014343,0.0354,1.3336
-0.012512,-0.013733,0.023193,1.3342
-0.018921,-0.010986,0.035095,1.3336
-0.010681,-0.0054932,0.010986,1.3333
0.011597,0.0015259,-0.019226,1.3336
0.015869,0.0030518,-0.047913,1.3339
-0.0021362,0.010071,-0.050964,1.3336
-0.019531,0.014648,-0.053101,1.3336
-0.028992,0.0088501,-0.055847,1.3339
-0.037231,0.0039673,-0.048523,1.3327
-0.040283,0.007019,-0.038757,1.3339
-0.027466,0.0042725,-0.032959,1.3333
